budget,RT_aud_score,RT_crit_score,RT_runtime,Metascore,imdbRating,imdbVotes,dom_gross
25000000,69,74,90,63,6.8,34874,22032635
25000000,78,41,107,48,6.6,47813,21835784
25000000,84,80,137,63,6.9,29212,21567853
25000000,22,17,85,22,3.9,17239,18877153
25000000,78,79,95,78,7.3,83720,17791031
25000000,30,48,90,44,5.9,51173,17432844
25000000,25,34,117,48,5.6,28400,16973715
25000000,54,31,89,43,4.9,6868,16655224
25000000,39,2,98,23,4.5,10592,15567860
25000000,83,62,115,55,7.5,17334,15331289
25000000,23,45,116,47,5.6,62492,15051977
25000000,36,19,108,25,4.6,8355,14983572
25000000,27,9,108,25,4.7,13281,14744435
25000000,70,55,108,47,6.8,138234,14589444
25000000,24,19,84,36,4.6,2990,14543943
25000000,40,9,85,25,5,10105,13973532
25000000,64,39,87,43,6.7,46900,13938332
25000000,92,83,139,71,8.3,215190,13657115
25000000,82,52,145,54,7.3,14478,13038660
25000000,62,55,122,55,7,19534,11538204
25000000,55,63,74,65,6.4,6242,11411644
25000000,84,77,117,60,7.1,19550,11092559
25000000,26,65,111,61,6.5,15664,10915744
25000000,32,17,98,36,4.8,7198,10719367
25000000,34,41,109,45,5.8,21951,10324441
25000000,68,31,101,44,6.4,15994,10115014
25000000,58,65,102,52,6.4,10505,10103647
25000000,64,7,106,35,6.1,4657,10039566
24000000,80,61,113,54,6.9,14322,32662299
24000000,39,52,94,54,6.3,90513,32428195
24000000,67,65,101,56,6.7,125398,31457946
24000000,50,12,88,25,5.3,4883,29823162
24000000,84,54,127,51,7.3,95491,28871190
24000000,45,84,108,69,6.3,27672,25170054
24000000,44,73,89,53,5.6,60392,25003155
24000000,47,52,96,52,5.6,19301,16980098
24000000,53,23,106,23,5.3,10434,12372410
24000000,32,17,89,38,4.7,12949,9659074
23000000,58,43,97,32,6.1,16306,27338033
23000000,65,73,96,75,6.6,44151,21973182
23000000,40,80,93,67,5.8,60072,18942396
23000000,56,64,114,59,6.1,12808,18653615
23000000,50,51,137,53,6.2,15033,16123851
23000000,38,20,87,37,5.6,3545,13019253
23000000,63,80,98,68,6.7,15764,12803305
23000000,63,40,94,52,4.9,2770,11511323
23000000,75,67,105,65,7.2,15008,10660147
22000000,43,79,108,66,6.5,44956,33316821
22000000,51,39,103,44,6.4,6993,30257078
22000000,75,54,104,51,6.9,108217,30059386
22000000,64,63,114,60,7,43783,23530831
22000000,34,9,83,23,4.6,34255,22400154
22000000,52,18,95,22,5.9,28412,19351569
22000000,40,21,106,34,5.7,21372,17951431
22000000,52,53,99,47,5.3,16688,14252830
22000000,55,55,105,45,5.7,5388,13555988
22000000,76,62,106,55,6.8,50974,12784713
22000000,23,16,77,44,3.8,7017,9818792
21500000,75,62,118,65,7.2,60862,24419219
21000000,74,54,92,51,6.8,177036,25296447
21000000,34,22,113,39,6.6,61054,24850922
21000000,65,83,128,85,7.1,113346,24149393
21000000,28,9,102,31,4.9,12901,21731001
21000000,42,38,119,47,6.1,12831,16289867
21000000,74,67,98,58,7.1,39051,9451946
20000000,89,94,128,84,7.7,107486,31841299
20000000,66,77,113,65,6.9,46375,31177548
20000000,38,13,91,28,5.4,61839,30113491
20000000,49,67,98,57,6.5,85929,30101577
20000000,74,79,111,69,7.3,127124,30060660
20000000,54,64,108,52,6.5,75825,29795299
20000000,35,11,103,33,5.5,18721,29062561
20000000,90,91,113,79,7.6,117546,27277055
20000000,73,31,103,53,6.3,17982,26910736
20000000,58,36,109,55,6.8,82112,26415649
20000000,73,89,109,81,7.1,90152,26004851
20000000,77,64,107,52,7.3,162041,25728961
20000000,43,17,105,28,5.8,31362,25702053
20000000,41,16,88,36,5.3,8776,25107267
20000000,62,3,97,19,5.2,33049,23364784
20000000,55,9,86,24,4.9,22051,23086480
20000000,49,22,124,50,6.2,29403,22991379
20000000,29,37,100,47,4.6,32554,21541218
20000000,64,87,106,86,6.8,29189,21284514
20000000,48,35,107,42,6.1,35008,20268825
20000000,55,76,115,64,6.8,43064,20211394
20000000,47,5,90,15,4,4873,19762690
20000000,82,64,124,61,7.6,73987,19661987
20000000,47,14,101,34,5.9,30850,19219250
20000000,52,17,113,25,5.9,17679,18882880
20000000,89,82,148,73,8.2,285731,18354356
20000000,77,44,113,39,6.9,16386,18253415
20000000,70,79,67,64,6.3,3052,18098433
20000000,53,25,101,44,6,23868,17807569
20000000,36,5,94,15,5.1,36411,17530219
20000000,73,63,103,56,6.6,7797,17468887
20000000,52,23,90,31,6.2,30407,17231291
20000000,89,90,95,78,7.8,78959,17104669
20000000,32,30,88,37,3.9,3228,16988996
20000000,86,80,126,70,7.8,151660,16248701
20000000,31,41,88,50,5.7,22674,15988876
20000000,85,65,127,61,7.7,58431,15800078
20000000,39,18,84,38,5.8,12181,15712072
20000000,36,24,101,27,5.6,12159,15543862
20000000,20,1,88,15,1.9,62735,14190901
20000000,44,23,106,35,6,42579,14011084
20000000,27,7,99,31,4.7,23117,13548322
20000000,78,19,123,38,6.3,4845,13395961
20000000,61,85,102,72,6.8,52180,13252641
20000000,73,87,118,84,7.2,21215,12987647
20000000,56,58,101,61,6.7,60425,12482775
20000000,47,48,94,58,6.1,15977,12398628
20000000,46,29,107,38,5.6,18538,12234694
20000000,76,88,116,79,7.2,68633,12134935
20000000,56,66,101,52,6.4,70157,11175164
20000000,72,67,103,71,7.1,11935,11036366
20000000,83,71,96,61,7.4,29095,10686841
20000000,48,28,98,36,6.1,14678,10570375
20000000,61,20,111,36,6.8,51552,9534258
20000000,54,46,100,47,7.2,39907,9208876
20000000,52,6,109,29,4.6,4381,8888355
20000000,42,11,83,33,5.5,19054,8330720
20000000,38,4,91,33,4.4,8623,8135024
20000000,71,44,98,44,6.2,5997,8047525
19400000,86,74,124,69,7.5,63932,8060487
19000000,45,51,101,52,6,56588,27758465
19000000,47,21,101,33,6.4,48787,25918920
19000000,77,46,130,53,7.7,16314,20847072
19000000,86,94,114,72,7.7,146921,20300218
19000000,37,19,95,19,3.4,2375,15911332
19000000,59,46,109,49,6.6,59349,8402485
18500000,85,91,114,83,7.8,116058,22498520
18500000,39,58,99,58,6.4,76192,18451251
18500000,90,50,118,41,7.8,170005,10680275
18000000,33,8,80,25,5.2,23561,26936265
18000000,93,98,128,92,8.3,170804,23380203
18000000,37,17,109,33,5.6,20424,22965110
18000000,36,25,107,39,4.9,11846,22455510
18000000,85,93,94,82,7.7,205520,18335230
18000000,57,67,94,69,6.7,25839,17266359
18000000,83,43,115,52,6.6,12956,17200925
18000000,48,12,92,33,5.2,6485,16703799
18000000,41,27,129,44,5.9,42069,16131410
18000000,89,47,125,45,7.6,34462,15652637
18000000,53,66,90,63,6.5,53305,15285588
18000000,32,14,102,32,5.3,21911,14800725
18000000,46,77,110,66,6.1,20705,13491653
18000000,36,2,90,23,4.3,10392,10501938
18000000,83,84,113,72,7.5,40633,8038061
18000000,74,76,103,65,7.2,9449,7739049
17500000,94,90,121,79,8.2,193066,23519128
17500000,57,48,92,48,4,621,7018188
17000000,46,43,133,43,6.7,45614,27163593
17000000,45,34,99,50,4.7,6338,24719879
17000000,48,23,98,36,5.6,10096,22734486
17000000,87,62,105,63,5.8,7450,21170563
17000000,42,8,108,21,4.9,11248,19693891
17000000,81,90,121,82,7.6,42494,16316273
17000000,52,5,89,21,3.1,8629,15680099
17000000,64,77,77,59,5.7,1636,11634458
17000000,16,9,91,22,3.6,27048,11227824
17000000,80,40,119,41,7.5,77677,6855137
16500000,74,57,120,55,7.1,33823,18663911
16500000,83,75,126,71,7.7,49786,13005485
16500000,71,36,108,45,6.3,26783,11892415
16000000,89,91,121,81,7.9,261330,23618786
16000000,74,82,96,70,7.2,146912,23216709
16000000,52,11,93,29,5.3,11494,21799652
16000000,69,27,112,40,7.2,81633,19068240
16000000,82,70,109,61,7.2,21719,16357770
16000000,34,42,102,47,5.1,72376,16204793
16000000,46,29,95,25,5.6,10604,15427192
16000000,65,28,102,45,5.6,7400,14108518
16000000,52,18,86,33,4.2,14659,13922211
16000000,64,29,120,36,7,38611,11810854
16000000,37,5,88,15,3.5,2179,11540112
15600000,39,10,91,24,4.4,4546,13571817
15250000,62,86,96,69,6.5,50324,7802450
15000000,81,77,124,72,7.7,127125,23089926
15000000,90,97,134,84,8,37452,22954968
15000000,20,9,99,16,4,11176,21468807
15000000,75,81,141,68,7.4,121711,21403519
15000000,83,54,95,57,6.1,4934,21000147
15000000,40,11,90,32,5.1,38455,20804166
15000000,53,22,112,45,6.3,12247,20218921
15000000,71,61,90,66,6.7,14402,19161999
15000000,61,20,93,45,4.6,22461,18844784
15000000,94,80,118,69,8.2,376465,17498804
15000000,84,97,131,94,7.6,232964,17017811
15000000,32,9,101,29,4.9,12384,16500786
15000000,41,49,96,51,5.4,42394,15634090
15000000,44,75,97,64,6.2,83687,14945541
15000000,57,11,92,13,4.5,35193,14249005
15000000,49,36,107,48,6.9,67868,13843771
15000000,74,84,111,68,6.9,44702,13043363
15000000,62,39,85,49,5.6,1699,12981269
15000000,92,92,85,83,8.3,2560,12898847
15000000,39,11,100,21,4.5,13355,12801190
15000000,66,48,121,55,6.2,4099,12669914
15000000,71,71,98,59,6.8,28205,12212417
15000000,52,20,93,30,6.1,17487,11660180
15000000,34,52,97,56,5.6,8485,11614954
15000000,34,31,94,45,4.9,6497,10513979
15000000,62,17,97,25,5,6573,10494147
15000000,71,15,108,33,5.8,17271,10411980
15000000,90,98,131,88,8,124098,9929135
15000000,69,66,115,52,7.1,45434,9396870
15000000,53,58,113,57,6.7,15001,9237470
15000000,51,35,94,52,4.9,2583,9177065
15000000,70,79,107,74,6.7,21598,9176787
15000000,46,17,94,20,5.4,6584,8735529
15000000,36,7,96,18,4.8,22941,8586376
15000000,73,58,93,60,6.9,15450,8378141
15000000,57,26,91,46,5.6,5268,8117637
15000000,86,82,107,67,8,239938,7800825
15000000,46,52,106,55,6.6,19189,7597898
15000000,88,81,147,81,8,185302,7219578
15000000,47,41,102,53,6.2,27633,6409528
14500000,83,73,111,59,7.5,9587,7691700
14000000,32,10,102,27,4.4,14015,19637147
14000000,36,12,91,38,5,19618,16298046
14000000,52,60,97,63,6.5,46222,15515460
14000000,56,15,93,27,6,10157,15064948
14000000,77,65,116,53,6.9,7977,14395874
14000000,25,20,91,25,4.3,31408,13121555
14000000,91,76,114,65,6.9,4926,13024170
14000000,73,46,119,54,7.1,35197,11242801
14000000,57,10,86,27,5.3,10053,10397365
14000000,28,13,80,19,5,5146,6552255
14000000,92,93,112,92,8.1,75046,5990075
13500000,79,89,108,84,7.5,31075,15901849
13500000,71,83,109,66,7.2,131360,15024049
13500000,83,75,124,70,7.4,38465,7060876
13000000,34,38,107,48,5.7,18335,18007317
13000000,45,13,92,33,5.7,24455,16757163
13000000,86,91,142,89,8,111528,13756082
13000000,50,57,104,55,6.3,17620,11003643
13000000,53,70,94,65,6.2,14336,6276869
13000000,77,38,100,43,5.9,2854,5871603
12500000,68,50,109,49,6.9,12170,14060950
12500000,93,92,116,57,8,128730,12281000
12500000,32,22,101,24,5.1,19364,11965282
12500000,89,94,100,80,7.9,59197,10725228
12500000,85,63,106,55,7.8,85988,9046156
12500000,71,67,107,61,7.2,27465,6797696
12500000,84,81,106,70,7.4,93035,5956480
12000000,62,51,103,51,5.2,21838,18597342
12000000,48,4,86,23,4.4,2792,17321573
12000000,38,29,86,40,5.3,4674,17292381
12000000,49,80,93,71,6.3,53484,16311571
12000000,82,69,123,55,7.9,70611,15323921
12000000,86,92,115,86,8.1,10054,14240068
12000000,64,59,100,64,6.6,3789,12905901
12000000,62,85,113,82,6.7,35625,12796861
12000000,68,72,95,72,7,48167,11634362
12000000,96,98,145,86,8.5,125404,11487676
12000000,82,88,119,89,7.6,75550,11050094
12000000,54,13,93,25,5.4,10563,10198766
12000000,66,67,108,65,6.9,11813,8138000
12000000,48,13,82,7,5.6,6271,6982680
12000000,43,51,86,68,6.3,10878,5549923
12000000,44,41,113,41,6.3,16925,5078660
12000000,38,7,81,14,2.1,22514,4922166
12000000,39,33,107,44,5,4467,4880941
11000000,85,8,89,22,6.3,13065,13906394
11000000,43,11,84,22,5.1,9412,13592872
11000000,79,73,99,64,7.4,46723,13110448
11000000,87,70,81,57,7.6,100101,11502976
11000000,75,90,118,79,7.1,37473,10214647
11000000,52,10,86,12,5.3,11267,4814244
10500000,52,43,98,47,6.6,24297,11052958
10000000,55,41,95,32,6.1,67867,15417771
10000000,44,49,110,56,6,13494,15164492
10000000,37,27,89,39,5.8,15736,15122676
10000000,37,29,76,47,5.8,3264,13684949
10000000,66,76,97,65,6.9,36881,12589255
10000000,56,57,112,62,6.7,43410,12008642
10000000,82,40,112,45,7,3866,11748661
10000000,53,44,87,52,5.8,13520,11560259
10000000,93,79,90,68,7.9,160883,10827813
10000000,92,73,130,57,7.8,22889,10019109
10000000,58,44,111,31,6.3,34959,9949470
10000000,55,15,89,33,5.1,9901,9408183
10000000,25,4,97,18,4.4,53606,8840453
10000000,83,94,107,78,7.4,28798,8112414
10000000,43,15,95,30,5.2,18124,7570127
10000000,40,21,95,42,4,4921,7316658
10000000,28,17,94,36,5.3,26609,7027762
10000000,96,82,118,62,8.6,540076,6719864
10000000,91,96,111,86,8,53918,6197866
10000000,52,3,97,16,5.6,5513,6044618
10000000,64,47,102,48,6.7,49531,6003262
10000000,74,90,120,77,7.4,68850,5490423
10000000,68,80,120,79,7,10271,5005465
10000000,49,19,85,34,4,3384,4365455
9400000,89,92,120,84,7.6,61695,12899867
9000000,58,31,86,46,5.5,3709,12232382
9000000,65,60,84,48,5.3,4295,11862398
9000000,90,100,138,83,7.8,19884,10161099
9000000,74,89,114,85,7.2,28208,6623082
9000000,40,14,80,33,4.7,2973,6126237
9000000,71,48,119,49,6.7,24567,6047856
9000000,55,62,92,54,6.4,14034,4886216
9000000,81,76,104,72,7,26705,4777465
8500000,44,29,103,45,5.6,20276,5001655
8500000,69,83,119,81,7,17074,4444637
8500000,46,7,104,14,2.1,17383,4273372
8470000,82,80,145,50,7.8,37368,4046336
8000000,58,23,87,24,6.4,42307,10273187
8000000,40,36,109,50,5.3,9556,10130219
8000000,74,81,93,71,6.9,29588,8279017
8000000,66,59,101,63,7.2,75497,6363628
8000000,43,34,83,41,5.2,7262,5018450
8000000,47,17,89,21,5,2493,4714090
8000000,74,93,129,80,7.3,19219,3205706
7800000,67,84,103,70,6.8,29796,10130108
7500000,38,63,90,61,6.2,31152,10823158
7500000,80,83,105,70,7.3,29957,10465659
7500000,58,61,116,62,6.5,19383,10284523
7300000,92,96,95,90,8,54614,4443403
7000000,9,4,90,15,2,28450,10199354
7000000,67,89,106,79,7,78860,9228788
7000000,75,84,103,77,7.1,15278,9176933
7000000,81,85,101,77,7.6,65257,9176000
7000000,85,83,164,80,7.6,32431,8373585
7000000,54,80,91,74,6.3,25666,7468936
7000000,67,50,95,62,6.4,7045,7309628
7000000,87,88,94,80,7.5,20126,6199600
7000000,84,88,115,56,7.4,45226,5017971
7000000,73,29,113,38,6.5,2637,4720371
6900000,90,94,103,78,7.7,85885,7950889
6500000,14,17,91,23,3.5,7556,10155691
6500000,75,79,101,72,7.3,102148,4002293
6000000,74,81,123,77,7,19624,8596914
6000000,60,28,101,33,5.8,11865,6852450
6000000,80,81,100,66,7.4,22853,6671283
6000000,37,44,84,52,5.5,13870,5909483
6000000,81,95,96,78,7.3,45311,5359774
6000000,81,76,97,76,7.3,91025,4859475
6000000,27,5,94,15,4.6,9895,4694491
6000000,55,13,95,27,5.2,10157,4398989
6000000,74,89,95,82,7.2,10106,3347411
6000000,93,92,91,85,7.8,22550,3067312
5900000,87,77,115,65,7.3,27918,3895664
5600000,59,2,95,30,2,8350,7009668
5600000,56,80,141,69,6.9,3238,3064356
5500000,84,93,111,88,7.5,78895,6217849
5500000,74,79,90,76,7.1,12755,5580479
5500000,92,68,95,56,7.9,33430,3629758
5000000,41,7,90,35,5.3,6508,6755271
5000000,78,57,97,32,7,18601,6157157
5000000,86,18,136,33,7.1,57037,6090172
5000000,68,80,91,69,6.6,8218,5502773
5000000,68,71,95,62,6.5,13319,5308707
5000000,89,89,97,67,8,183642,5010163
5000000,38,37,99,57,5.4,2490,4339241
5000000,87,100,110,90,7.8,22979,4306697
5000000,76,93,120,86,7.2,10164,3954651
5000000,53,75,97,65,6.5,31366,2712131
5000000,72,86,91,76,7,34130,2229058
4500000,82,92,107,61,7.5,34201,3802260
4500000,93,78,101,68,8.4,406824,3635482
4030000,57,86,93,80,7,3070,2542264
4000000,48,12,90,27,6,16950,4630045
4000000,28,35,96,34,2.7,3525,3816594
4000000,91,91,84,71,7.6,20399,2922988
4000000,64,19,94,23,5.7,4035,2793776
4000000,60,78,92,64,6.6,14599,2426851
3700000,70,65,113,74,6.8,15108,2730296
3500000,64,29,70,31,5,9558,3293258
3400000,74,88,106,76,7.1,67141,5353586
3200000,72,64,99,56,7.3,22844,2277396
3000000,33,13,85,10,4.4,3519,4142507
3000000,64,87,90,78,6.6,8529,4033574
3000000,35,11,95,15,5.2,7095,3602884
3000000,71,82,104,74,7.1,7747,3287435
3000000,54,7,87,22,5.3,14455,3076820
3000000,86,82,91,70,7.3,21987,2912606
3000000,74,25,110,31,6,2932,2848587
3000000,89,85,80,81,7.8,46096,2746453
2850000,67,41,85,42,6.9,44487,3681066
2600000,94,93,105,80,7.9,3251,2276368
2500000,83,81,107,76,7,5771,1282084
2400000,51,5,105,34,5,3773,1008849
2000000,28,38,101,45,4.8,8081,2512846
2000000,90,96,90,91,8,37271,2283849
2000000,56,52,97,57,6,6267,2072645
2000000,78,66,101,64,6.6,23383,1985292
2000000,0,71,178,67,6.1,195,1577287
2000000,94,95,102,89,8.3,6472,1433319
2000000,91,94,96,84,8.1,4586,1134358
1900000,87,100,94,89,8,26409,2962242
1900000,74,79,98,67,7.2,22206,1445366
1900000,67,56,103,64,6.4,4638,1420578
1700000,55,81,104,62,6.3,8115,2039192
1700000,70,90,87,82,6.8,13398,1000915
1500000,88,78,110,68,7.5,30203,2380606
1500000,79,98,93,75,6.9,20285,2300000
1500000,89,94,97,81,7.7,53912,1690913
1500000,94,92,115,80,7.9,27161,1222889
1000000,72,86,83,67,6.8,2307,1287480
1000000,79,79,92,57,7.2,34385,1239183
1000000,93,93,98,84,8,32554,1067481
950000,78,68,104,58,7.2,106801,1024640
